ident,latitude,longitude,name,city,state,num_runway_hard,num_runway_soft
YEUO,-28.1685047149658,145.04182434082,Eulo Airport,Bourke,,0,1
YHRD,-28.9951610565186,144.45344543457,Hungerford Airport,Bourke,,1,1
YEGA,-29.3111171722412,145.857452392578,Engonnia Airport,Bourke,,0,1
YMLN,-30.2019233703613,143.218002319336,Monolon Airport,Broken Hill,,0,2
YWAG,-29.7121982574463,144.170974731445,Wanaaring Airport,Bourke,,1,0
YALN,-30.3760433197021,142.613922119141,Allandy Airport,Packsaddle,,0,1
YKAY,-30.6760234832764,142.536224365234,Kayrunnera Airport,Broken Hill,,0,2
YWHC,-30.8531303405762,143.07160949707,White Cliffs Airport,Broken Hill,,1,2
YYLD,-30.2611331939697,142.976272583008,Yalda Downs Homestead Airport,Broken Hill,,0,2
YBKE,-30.039005279541,145.95085144043,Bourke,Bourke,New South Wales,1,1
YLOH,-30.5313968658447,145.128433227539,Louth Airport,Bourke,,1,0
YTLP,-30.9255752563477,144.41731262207,Tilpa Airport,Cobar,,1,1
YWCA,-31.5196666717529,143.379913330078,Wilcannia,Wilcannia,New South Wales,1,1
YCBA,-31.5391616821289,145.794403076172,Cobar,Cobar,New South Wales,1,1
YIVO,-32.884578704834,144.311538696289,Ivanhoe,Ivanhoe,New South Wales,1,1
YDNK,-32.8818778991699,143.58186340332,Darnick Airport,Gol Gol,,0,1
YPCE,-33.373291015625,142.586364746094,Pooncarie,Pooncarie,New South Wales,0,1
YLMU,-33.7464141845703,143.000610351563,Mungo Lodge Airport,Gol Gol,,0,2
YCLA,-33.4068641662598,143.940353393555,Clare Station Airport,Hay,,0,3
YHLS,-33.4959449768066,145.524932861328,Hillston,Hillston,New South Wales,1,1
YROI,-34.644172668457,142.775207519531,Robinvale,Robinvale,Victoria,1,1
YMAG,-35.0479621887207,142.863540649414,Manangatang Airport,Ouyen,,0,2
YBRN,-34.6232872009277,143.578262329102,Balranald,Balranald,New South Wales,1,1
YMOM,-35.0612678527832,144.016967773438,Moulamein Airport,Swan Hill,,0,3
YGTH,-34.2516593933105,146.064071655273,Griffith,Griffith,New South Wales,1,1
YGGI,-33.9962692260742,145.716262817383,Goolgowi Airport,Griffith,,0,1
YHAY,-34.5306625366211,144.829650878906,Hay,Hay,New South Wales,1,1
YCLY,-34.8008995056152,145.846954345703,Coleambally Airport,Darlington Point,,0,1
YWDS,-35.1353797912598,145.667221069336,Woodside Au Airport,Finley,,0,1
YSLK,-35.5296440124512,142.892639160156,Sea Lake,Sea Lake,Victoria,0,2
YKER,-35.7515525817871,143.939758300781,Kerang,Kerang,Victoria,1,1
YSWH,-35.3777542114258,143.534912109375,Swan Hill,Swan Hill,Victoria,1,2
YCOH,-35.8269882202148,144.214050292969,Cohuna Airport,Moama,,1,0
YBIR,-35.999137878418,142.91828918457,Birchip,Birchip,Victoria,1,1
YDOD,-36.3624038696289,143.008926391602,Donald,Donald,Victoria,1,1
YWYF,-36.0587997436523,143.240188598633,Wycheproof,Wycheproof,Victoria,1,1
YCHL,-36.290225982666,143.33122253418,Maryborough Airport,Maryborough,,1,0
YBBT,-36.1384124755859,143.722503662109,Boort Airport,Long Gully,,0,1
YPYD,-36.0617446899414,144.126724243164,Pyramid Hill Airport,Echuca,,1,0
YRYW,-36.5387191772461,144.241119384766,Epsom Airport,Epsom,,0,1
YDLQ,-35.5583114624023,144.947204589844,Deniliquin,Deniliquin,New South Wales,1,1
YCNO,-35.3138694763184,145.105941772461,Conargo Airport,Deniliquin,,0,1
YTOC,-35.8103218078613,145.603240966797,Tocumwal,Tocumwal,New South Wales,2,0
YBER,-35.6840438842773,145.814468383789,Berrigan Airport,Berrigan,,0,1
YFIL,-35.6591033935547,145.560821533203,Finley Airport,Finley,,1,0
YJER,-35.3731727600098,145.721893310547,Jerilderie Airport,Berrigan,,1,1
YECH,-36.1597290039062,144.761672973633,Echuca,Echuca,Victoria,1,1
YBMM,-36.2538948059082,144.632766723633,Bamawm Airport,Echuca,,0,1
YELM,-36.491512298584,144.645935058594,Elmore Airport,Echuca,,0,1
YGBW,-35.9660453796387,144.380661010742,Gunbower Airport,Moama,,0,1
YKTA,-36.1785430908203,144.526092529297,Kotta Airport,Echuca,,0,1
YKYB,-36.3323249816895,144.97102355957,Kyabram Airport,Kyabram,,0,2
YBLA,-36.5520820617676,146.008804321289,Benalla,Benalla,Victoria,1,3
YSHT,-36.4283981323242,145.392547607422,Shepparton,Shepparton,Victoria,2,0
YYWG,-36.031322479248,146.026596069336,Yarrawonga,Yarrawonga,Victoria,1,1
YSTA,-36.6428184509277,143.18229675293,Saint Arnaud,Saint Arnaud,Victoria,1,1
YSWL,-37.0717010498047,142.737533569336,Stawell,Stawell,Victoria,2,0
YMAR,-36.9713935852051,143.285827636719,Moonambel Airfield,Maryborough,,0,1
YNVE,-36.9209136962891,143.091018676758,Navarre Airport,Stawell,,0,1
YSTE,-37.231029510498,142.676803588867,Pomonal Airstrip,Stawell,,0,1
YMBU,-37.0333862304687,143.710159301758,Maryborough,Maryborough,Victoria,1,1
YBGR,-36.6221466064453,143.949340820313,Bridgewater Airport,Long Gully,,0,1
YCAL,-37.1346855163574,144.163269042969,Castlemaine Airport,Castlemaine,,0,1
YARA,-37.3103218078613,142.990478515625,Ararat,Ararat,Victoria,1,1
YBLP,-37.8531875610352,142.620895385742,Allansford Airport,Allansford,,0,2
YDER,-37.9343490600586,143.227981567383,Derrinallum Airport,Colac,,0,1
YRAG,-37.3768424987793,143.306060791016,Raglan Airport,Ararat,,0,1
YBLT,-37.5098304748535,143.792114257813,Ballarat,Ballarat,Victoria,2,1
YFSK,-37.6777801513672,144.220886230469,Fiskville Airport,Bacchus Marsh,,1,0
YLED,-37.9222145080566,144.102188110352,Lethbridge Airpark,Bell Post Hill,,0,2
YNEE,-37.4417457580566,143.462219238281,Trawalla Airport,Newington,,0,4
YMNG,-36.8886795043945,145.185394287109,Mangalore,Mangalore,Victoria,2,0
YPKL,-36.9978294372559,145.064315795898,Puckapunyal (Military),Puckapunyal,Victoria,1,0
YKTN,-37.2245941162109,144.445877075195,Kyneton Airport,Castlemaine,,1,1
YNGB,-36.7355537414551,145.126800537109,Nagambie Airport,Kyabram,,0,1
YSHH,-36.6801719665527,145.244277954102,Shepparton Airport,Shepparton,,0,2
YELS,-36.5979499816895,145.723129272461,Earlston Airport,Benalla,,0,1
YEUA,-36.7433319091797,145.5126953125,Euroa Aerodrome,Shepparton,,0,2
YLCS,-36.8142127990723,145.348526000977,Locksley Field,Shepparton,,0,3
YLOD,-36.8070449829102,145.457916259766,Longwood Airport,Shepparton,,0,1
YMAN,-37.1453971862793,146.163681030273,Delatite Airstrip,Mansfield,,0,1
YMEO,-36.9676284790039,145.707595825195,Merton Airport,Alexandra,,0,1
YMFD,-37.0730323791504,146.120239257813,Mansfield Airport,Mansfield,,0,1
YYEA,-37.1761360168457,145.323120117188,Yeaburn Airport,Kinglake West,,0,1
YMEN,-37.7291297912598,144.902435302734,Essendon,Melbourne,Victoria,2,0
YMML,-37.6654930114746,144.836563110352,Melbourne Intl,Melbourne,Victoria,2,0
YMPC,-37.932559967041,144.752960205078,Point Cook,Point Cook,Victoria,2,1
YBSS,-37.7323188781738,144.424301147461,Bacchus Marsh Airport,Bacchus Marsh,,2,0
YKIN,-37.4766731262207,145.266479492188,Kinglake West Airport,Kinglake West,,0,1
YMEL,-37.6217498779297,144.565093994141,Melton Airport,Melton West,,0,3
YPEF,-37.5095596313477,144.700622558594,Penfield Airfield,Sunbury,,0,2
YRID,-37.478832244873,144.721725463867,Riddell Airport,Sunbury,,1,3
YRSY,-37.393497467041,144.737396240234,Romsey Airport,Sunbury,,0,3
YWBE,-37.8563041687012,144.617340087891,Tarneit Airport,Tarneit,,0,2
YLIL,-37.6925239562988,145.366409301758,Lilydale,Lilydale,Victoria,0,1
YCEM,-37.7286643981934,145.408355712891,Coldstream Airport,Mount Evelyn,,1,0
YTGG,-37.3487930297852,145.702026367188,Taggerty Airport,Alexandra,,0,1
YCDE,-38.3233909606934,143.056610107422,Cobden Airport,Allansford,,1,0
YCOA,-38.2041816711426,143.13459777832,Colac Airport,Colac,,1,0
YKUW,-38.0482940673828,143.152297973633,Kurweeton Airport,Colac,,0,3
YANE,-38.2599716186523,144.092544555664,Anglesea Airport,Anglesea,,0,2
YOLA,-38.2865447998047,143.678085327148,Colac Airport,Colac,,0,2
YTQY,-38.2968559265137,144.36555480957,Torquay Airport,Breakwater,,0,2
YAPO,-38.7729301452637,143.657363891602,Apollo Bay Airport,Apollo Bay,,1,0
YMAV,-38.0408325195312,144.46711730957,Avalon,Avalon,Victoria,1,0
YMMB,-37.9775276184082,145.100112915039,Moorabbin,Melbourne,Victoria,5,0
YBRS,-38.2570724487305,144.427932739258,Barwon Heads Airport,Leopold,,0,2
YSLE,-38.168758392334,144.688140869141,St Leonards Airfield,Queenscliff,,1,1
YTYA,-38.265998840332,145.177627563477,Tyabb Airport,Tyabb,,1,1
YLEG,-38.4961433410645,145.860916137695,Leongatha,Leongatha,Victoria,2,0
YPID,-38.5246200561523,145.325256347656,Phillip I,Phillip I (Newhaven),Victoria,1,1
YTDN,-38.2153205871582,145.424850463867,Tooradin,,,1,1
YBUP,-38.0096778869629,145.750396728516,Bunyip Airport,Bunyip,,0,1
YDRN,-38.2089004516602,145.826995849609,Drouin Airport,Warragul,,0,1
YLOY,-38.1057357788086,145.774627685547,Longwarry Airport,Bunyip,,0,1
YKII,-39.8769836425781,143.882247924805,King I,King I,Tasmania,3,0
YHTR,-40.5216674804688,144.742340087891,Hunter Island Airport,Smithton,,0,2
YSMI,-40.8339691162109,145.085708618164,Smithton,Smithton,Tasmania,1,1
YBFR,-41.2591209411621,144.885787963867,Balfour Airport,Smithton,,0,1
YWYY,-40.9972152709961,145.730590820313,Wynyard,Wynyard,Tasmania,2,0
YWRT,-41.4487762451172,145.54817199707,Waratah Airport,Rosebery,,0,1
YSRN,-42.1557693481445,145.289916992188,Strahan,Strahan,Tasmania,1,0
YQNS,-42.0757369995117,145.530029296875,Queenstown,Queenstown,Tasmania,1,0
YZHN,-41.8881874084473,145.350814819336,Zeehan Airport,Rosebery,,0,1
YQUN,-42.7781791687012,145.566619873047,Queenstown Airport,Queenstown,,1,0
YBHB,-43.4213562011719,146.162200927734,Bathurst Harbour Airport,Geeveston,,0,1
YCMT,-22.7713088989258,147.621139526367,Clermont,Clermont,Queensland,1,1
YCEL,-23.0949764251709,148.00617980957,Capella Airport,Tieri,,0,1
YAPH,-23.6530303955078,146.582595825195,Alpha,Alpha,Queensland,1,0
YDYS,-22.6225109100342,148.363250732422,Dysart,Dysart,Queensland,1,0
YMMU,-22.8008880615234,148.70588684082,Middlemount,Middlemount,Queensland,1,0
YOAY,-23.0569267272949,148.495727539063,Oaky Creek Airport,Tieri,,1,0
YKIU,-23.0906181335449,149.430297851563,Kaiuroo Airport,Blackwater,,0,1
YBTR,-23.6047706604004,148.805709838867,Blackwater,Blackwater,Queensland,1,0
YEML,-23.5689563751221,148.178421020508,Emerald,Emerald,Queensland,2,0
YTIE,-23.2428550720215,148.356216430664,Tieri Airport,Tieri,,1,0
YBLK,-23.6549243927002,149.337921142578,Dingo Airstrip,Blackwater,,0,1
YDRG,-23.7378978729248,149.664489746094,Duaringa Airstrip,Blackwater,,0,1
YSPI,-24.1288375854492,148.086654663086,Springsure Airport,Emerald,,2,0
YCDV,-25.1084632873535,146.830154418945,Caldervale Station Airport,Emerald,,0,3
YTMB,-24.8388271331787,146.293365478516,Tambo Airport,Emerald,,1,0
YRLL,-24.4599723815918,148.626922607422,Rolleston Airport,Blackwater,,1,0
YBAB,-24.1935806274414,149.843109130859,Baralaba,Biloela,,1,0
YBLW,-24.1141242980957,149.476516723633,Blackwater Airport,Blackwater,,1,0
YTUG,-24.4661293029785,149.277984619141,Trugananni Airport,Blackwater,,0,1
YACI,-25.2103633880615,148.668502807617,Arcadia Airport,Taroom,,0,1
YCSL,-24.6519660949707,148.46989440918,Consuelo Airport,Blackwater,,0,1
YING,-24.9970436096191,148.333221435547,Ingelara Airport,Emerald,,0,1
YROA,-25.085636138916,148.283676147461,Roma Airport,Roma,,0,1
YMOU,-24.6100234985352,149.994598388672,Moura Airport,Biloela,,1,0
YAUA,-25.7518100738525,146.587615966797,Augathella Airport,Roma,,1,2
YBCV,-26.4152450561523,146.26237487793,Charleville,Charleville,Queensland,2,0
YMVN,-26.397554397583,147.126861572266,Morven Airport,Roma,,0,1
YMIT,-26.4872207641602,147.941146850586,Mitchell,Mitchell,Queensland,1,1
YINJ,-25.8509292602539,148.549575805664,Injune Airport,Roma,,1,0
YTAM,-25.8031177520752,149.899917602539,Taroom,Taroom,Queensland,0,2
YROM,-26.5445499420166,148.773025512695,Roma,Roma,Queensland,1,1
YDLC,-26.6421508789062,149.729995727539,Dulacca Airport,Westcourt,,0,1
YBLL,-28.0536518096924,147.477905273438,Bollon Airport,Lightning Ridge,,0,1
YSRT,-27.1595115661621,149.076507568359,Surat Airport,Roma,,1,0
YSGE,-28.0504016876221,148.59553527832,St George,St George,Queensland,1,0
YWMG,-29.2357120513916,146.922073364258,Weilmoringle Airport,Brewarrina,,0,1
YGDA,-29.0727882385254,147.384826660156,Goodooga,Goodooga,New South Wales,1,0
YLRD,-29.4527587890625,147.980026245117,Lightning Ridge,Lightning Ridge,New South Wales,1,1
YLII,-28.9802207946777,147.81477355957,Lightning Ridge Airport,Lightning Ridge,,0,1
YDBI,-28.5870265960693,148.21760559082,Dirranbandi,Dirranbandi,Queensland,1,0
YBMI,-28.7283573150635,149.595184326172,Boomi Airport,Goondiwindi,,1,0
YCBR,-29.5237579345703,148.578750610352,Collarenebri,Collarenebri,New South Wales,1,1
YMGI,-28.9673938751221,149.053863525391,Mungindi,Mungindi,New South Wales,1,1
YCLM,-29.4793434143066,148.784851074219,Lightning Ridge Airport,Lightning Ridge,,1,1
YMOR,-29.4989223480225,149.843215942383,Moree,Moree,New South Wales,2,0
YBRW,-29.9757766723633,146.814346313477,Brewarrina,Brewarrina,New South Wales,1,0
YMIR,-30.148551940918,147.326690673828,Miralwyn Airport,Brewarrina,,1,0
YBYR,-30.6582450866699,146.394714355469,Byrock Airport,Bourke,,0,1
YCRA,-30.4580574035645,147.710372924805,Carinda Airport,Coonamble,,0,1
YQBE,-30.87890625,147.842193603516,Quambone Royona Airport,Coonamble,,0,1
YWLG,-30.0325946807861,148.125366210938,Walgett,Walgett,New South Wales,1,1
YBRJ,-30.1591739654541,148.974822998047,Burren Junction Airport,Narrabri,,0,1
YBCL,-30.0257987976074,149.388092041016,Boolcarrol Station Airport,Narrabri,,0,1
YGAH,-30.1253604888916,149.434509277344,Greenbah Airport,Narrabri,,0,1
YTOG,-30.0829296112061,149.536407470703,Togo Station Airport,Narrabri,,0,1
YCON,-30.2594261169434,148.822235107422,Coonamble Airport,Coonamble,,0,1
YPLG,-30.3662567138672,148.905380249023,Pilliga Airport,Coonamble,,0,1
YNBR,-30.3174324035645,149.828384399414,Narrabri,Narrabri,New South Wales,1,1
YWWA,-30.2564792633057,149.411117553711,Wee Waa,Wee Waa,New South Wales,1,0
YNYN,-31.5499362945557,147.201263427734,Nyngan,Nyngan,New South Wales,1,1
YHRG,-31.4689865112305,147.898010253906,Haddon Rig Airport,Nyngan,,0,2
YOLY,-31.012996673584,147.711074829102,Oxley Station Airport,Coonamble,,0,1
YNYM,-32.0539474487305,146.3125,Nymagee Airport,Cobar,,0,2
YTOT,-32.2568702697754,147.367538452148,Tottenham,Tottenham,New South Wales,1,1
YWRN,-31.7355937957764,147.802749633789,Warren,Warren,New South Wales,1,1
YELG,-31.865385055542,147.977676391602,Elengerah Airport,Narromine,,0,1
YTGI,-31.9734630584717,148.004486083984,Trangie Airport,Narromine,,0,1
YCNM,-30.9803256988525,148.376098632813,Coonamble,Coonamble,New South Wales,1,1
YEUL,-31.0321941375732,148.175857543945,Eulalia Airport,Coonamble,,0,1
YGLN,-31.620512008667,148.199630737305,Glencoe Airport,Gilgandra,,0,1
YTWN,-31.4427242279053,148.8984375,Tooraweenah Airport,Gilgandra,,0,1
YCBB,-31.3315734863281,149.267303466797,Connabarabran,Coonabarabran,New South Wales,1,1
YBAD,-30.9552135467529,149.091918945313,Baradine Airport,Coonabarabran,,0,1
YMEY,-31.1100730895996,149.939224243164,Mullaley Airport,Gunnedah,,0,2
YPRE,-31.4771251678467,149.903167724609,Premer Betoota Airport,Gunnedah,,0,1
YTMS,-31.3118495941162,149.839767456055,Tambar Springs Airport,Gunnedah,,0,1
YNRM,-32.2135772705078,148.226440429688,Narromine,Narromine,New South Wales,2,2
YSDU,-32.2174682617187,148.577270507813,Dubbo,Dubbo,New South Wales,2,0
YGIL,-31.6968059539795,148.636703491211,Gilgandra Airport,Gilgandra,,0,2
YCAH,-31.7737998962402,149.615081787109,Coolah,Coolah,New South Wales,1,0
YCSI,-32.0023155212402,149.964172363281,Cassilis Rotherw Airport,Merriwa,,0,1
YPAA,-32.9375419616699,147.709869384766,Parkes Airport,Parkes,,0,2
YTLL,-32.6104965209961,147.598297119141,Tullamore Airport,Peak Hill,,0,1
YLCG,-33.2820205688477,146.374465942383,Lake Cargelligo,Lake Cargelligo,Victoria,1,1
YEAB,-33.13720703125,146.424545288086,Euabalong Airport,Lake Cargelligo,,1,0
YCDO,-33.0644721984863,147.209823608398,Condobolin,Condobolin,New South Wales,1,1
YFBS,-33.3613471984863,147.929626464844,Forbes,Forbes,New South Wales,1,4
YFVW,-32.7897415161133,148.719390869141,Fairview Airport,Wellington,,0,1
YWEL,-32.4620132446289,148.989868164063,Wellington Airport,Wellington,,1,1
YMDG,-32.562427520752,149.610809326172,Mudgee,Mudgee,New South Wales,1,1
YCUA,-33.2782516479492,148.770614624023,Cudal,Cudal,New South Wales,1,0
YPKS,-33.130916595459,148.237701416016,Parkes,Parkes,New South Wales,2,0
YBTH,-33.4076042175293,149.653793334961,Bathurst,Bathurst,New South Wales,1,1
YORG,-33.3785934448242,149.128509521484,Orange,Orange,New South Wales,1,1
YEGG,-33.3785095214844,149.517623901367,Eglinton Airport,Eglinton,,1,1
YNAD,-34.411018371582,146.859451293945,Narrandera Airport,Narrandera,,0,1
YTEM,-34.422607421875,147.510375976562,Temora,Temora,New South Wales,2,1
YWWL,-33.9380531311035,147.192565917969,West Wyalong,West Wyalong,New South Wales,1,1
YNAR,-34.7003364562988,146.511657714844,Narrandera,Narrandera,New South Wales,1,1
YLEE,-34.4966430664063,146.443344116211,Leeton Airport,Leeton,,0,5
YCTM,-34.6245079040527,148.034790039063,Cootamundra,Cootamundra,New South Wales,1,1
YFDN,-35.0126495361328,147.37385559082,Federation Hsd Airport,Wagga Wagga,,0,1
YTGV,-34.6873970031738,148.101501464844,The Grove Airport,Cootamundra,,0,1
YCWR,-33.8442764282227,148.647537231445,Cowra,Cowra,New South Wales,1,1
YYNG,-34.2555618286133,148.247131347656,Young,Young,New South Wales,1,0
YGTP,-33.9837226867676,148.419586181641,Greenthorpe Airport,Grenfell,,0,1
YBID,-34.3037261962891,149.358444213867,Binda,Crookwell,,0,2
YHAE,-34.5627899169922,148.393447875977,Harden Airport,Young,,0,1
YGLB,-34.8095474243164,149.728942871094,Goulburn,Goulburn,New South Wales,1,1
YCRL,-34.4936752319336,149.462249755859,Crookwell Airport,Crookwell,,0,1
YGDO,-35.0500259399414,149.255981445312,Gundaroo Airport,Gundaroo,,1,0
YOPS,-34.7342758178711,149.958190917969,Goulburn Airport,Goulburn,,0,1
YBEI,-35.3413352966309,146.285858154297,Berrigan Airport,Berrigan,,0,1
YSWG,-35.1648406982422,147.467666625977,Wagga Wagga,Wagga Wagga,New South Wales,1,1
YHBK,-35.6799011230469,147.322250366211,Holbrook Airport,Holbrook,,0,2
YTUU,-35.762580871582,147.886947631836,Tumbarumba Airport,Tumut,,0,1
YCOR,-35.9926261901855,146.351348876953,Corowa,Corowa,New South Wales,2,0
YMAY,-36.0667343139648,146.959335327148,Albury,Albury,New South Wales,1,0
YWGT,-36.4174346923828,146.305419921875,Wangaratta,Wangaratta,Victoria,1,1
YBCH,-36.392879486084,146.696075439453,Beechworth Airport,Wodonga,,0,1
YILA,-36.4563026428223,146.432983398438,Milawa Vineyard Airport,Wangaratta,,0,1
YCRG,-36.1834030151367,147.886901855469,Corryong,Corryong,Victoria,1,0
YHOL,-36.2394256591797,147.521820068359,Holbrook Airport,Holbrook,,0,1
YITT,-36.5138931274414,147.359069824219,Mitta Mitta Airport,Mount Beauty,,1,0
YKHA,-36.2145347595215,148.111114501953,Khancoban Airport,Jindabyne,,1,0
YTMU,-35.2681694030762,148.240524291992,Tumut,Tumut,New South Wales,1,0
YSCB,-35.3054695129395,149.193344116211,Canberra,Canberra,Australian Capital Territory,2,0
YCOM,-36.3034744262695,148.971908569336,Cooma-Snowy Mountains,Cooma-Snowy Mountains,New South Wales,1,1
YADI,-35.9978065490723,148.797882080078,Adaminaby Airport,Berridale,,0,1
YCUR,-35.9270286560059,148.392852783203,Cabramurra Airport,Jindabyne,,0,1
YJIN,-36.4287147521973,148.599761962891,Jindabyne Airport,Jindabyne,,0,2
YPFT,-36.2326850891113,149.149459838867,Polo Flat,Polo Flat,New South Wales,1,1
YBUY,-36.1333045959473,149.138122558594,Bunyan Airfield,Cooma,,0,4
YMBT,-36.730152130127,147.168029785156,Mount Beauty Airport,Mount Beauty,,1,0
YPOK,-36.7180213928223,146.890243530273,Porepunkah Airport,Mount Beauty,,0,1
YHOT,-37.0481834411621,147.335205078125,Mt Hotham,Mt Hotham,Victoria,1,0
YBRA,-36.9667091369629,147.699081420898,Benambra Airport,Mount Beauty,,0,1
YHEE,-37.3491668701172,146.765838623047,Snowy Range Airfield,Heyfield,,1,0
YBNS,-37.8870429992676,147.569000244141,Bairnsdale,Bairnsdale,Victoria,2,0
YGRL,-37.8427238464355,148.002059936523,Great Lakes Vi Airport,Lakes Entrance,,1,1
YLKE,-37.8523368835449,147.953018188477,Lakes Entrance Airport,Lakes Entrance,,0,1
YDEG,-37.0612449645996,148.941329956055,Delegate Airport,Bombala,,0,1
YMER,-36.906909942627,149.901596069336,Merimbula,Merimbula,New South Wales,1,0
YBOM,-36.9044342041016,149.183044433594,Bombala Airport,Bombala,,0,2
YFSG,-36.7622528076172,149.803771972656,Bega Airport,Bega,,0,2
YORB,-37.7895317077637,148.611618041992,Orbost,Orbost,Victoria,1,0
YMCO,-37.5998268127441,149.720199584961,Mallacoota,Mallacoota,Victoria,1,1
YGBO,-37.5658988952637,149.911209106445,Gabo Island Airport,Eden,,0,1
YLTV,-38.2083129882812,146.470703125,Latrobe Valley,Latrobe Valley,Victoria,1,1
YMES,-38.0983848571777,147.145294189453,East Sale (Military),East Sale,Victoria,2,0
YWSL,-38.0929222106934,146.965316772461,West Sale,West Sale,Victoria,1,2
YYRM,-38.5680122375488,146.753433227539,Yarram,Yarram,Victoria,0,2
YSAA,-38.0379486083984,147.190628051758,Sale Airport,Sale,,0,1
WHL,-38.6823883056641,146.445129394531,Welshpool Airport,Morwell,,1,0
YKCK,-39.8493957519531,147.859924316406,Killiecrankie Airport,Bridport,,0,1
YFLI,-40.0905609130859,147.993865966797,Flinders I,Flinders I,Tasmania,2,0
YCBN,-40.3900337219238,148.016265869141,Cape Barren Island Airport,Bridport,,1,2
YCKD,-40.518798828125,148.124099731445,Clarke Island Airport,St Helens,,0,2
YLDB,-40.1957817077637,148.244934082031,Lady Barron (Flinders Is) Airport,St Helens,,1,0
YDPO,-41.1685333251953,146.430267333984,Devonport,Devonport,Tasmania,1,1
YGTO,-41.0794563293457,146.839248657227,Georgetown (Tas) Airport,George Town,,1,0
YSHE,-41.4297866821289,146.264144897461,Sheffield Airport,Sheffield,,0,1
YBDP,-41.024040222168,147.417602539063,Bridport Airport,Bridport,,0,1
YSCC,-40.8981857299805,147.861221313477,Boobyalla Airfield,Scottsdale,,0,2
YDEL,-42.1631507873535,146.482269287109,Deloraine Airport,Deloraine,,0,1
YLGD,-41.6907691955566,147.141693115234,Longdown Airport,Longford,,0,3
YMLT,-41.5445594787598,147.210571289063,Launceston,Launceston,Tasmania,1,0
YWOD,-42.1671829223633,147.446304321289,Woodbury Airfield,Bridgewater,,0,1
YCAE,-41.9686088562012,147.530548095703,Campbell Town Airport,Evandale,,0,1
YSWA,-42.0972099304199,148.072677612305,Swansea Airport,St Helens,,0,1
YTUN,-42.1158714294434,147.365371704102,Tunbridge Airport,Evandale,,0,2
YVAF,-41.8064231872559,147.295074462891,Valley Field Airport,Evandale,,0,2
YSTH,-41.3377494812012,148.285232543945,St Helens,St Helens,Tasmania,0,1
YFRI,-41.9993133544922,148.257568359375,Friendly Beaches Airport,St Helens,,0,1
YCBG,-42.8267059326172,147.477645874023,Cambridge,Hobart,Tasmania,3,0
YMHB,-42.8369140625,147.512817382813,Hobart,Hobart,Tasmania,1,0
YDAR,-42.571964263916,148.070816040039,Darlington Airport,Sorell,,0,1
YLAG,-42.8869361877441,147.955017089844,Lagoon Bay Airport,Sorell,,0,1
YTUA,-42.5130500793457,147.899932861328,Triabunna Airport,Sorell,,0,2
YGVE,-43.231330871582,146.999893188477,Glendevie Airport,Cygnet,,0,1
YBYI,-43.2348518371582,147.379791259766,Bruny Island Airport,Kettering,,0,1
YSFY,-42.9823760986328,147.209533691406,Sandfly Airport,Margate,,0,1
UESS,68.7413101196289,161.339965820313,Chersky,,,1,0
UHMP,69.7832565307617,170.5966796875,Pevek,Pevek,,1,0
UESU,65.7486801147461,150.888259887695,Zyryanka,,,0,1
USIN,62.2630805969238,150.752975463867,Sinegor'Ye Airport,Sinegor'Ye,,1,0
UHMS,62.9196510314941,152.422286987305,Seymchan Airport,Seymchan,,1,0
UHMM,59.9109725952148,150.720352172852,Sokol,Magadan,,1,0
UHMT,59.6223106384277,150.921783447266,Magadan-13 Airport,Magadan,,0,1
USEK,48.0506134033203,153.261627197266,Severo-Kuril'Sk Airport,Severo-Kuril'Sk,,0,2
UHMF,62.4588661193848,155.747848510742,Omsukchan Airport,Omsukchan,,1,0
UHJI,55.5957183837891,155.619125366211,Icha Airport,Esso,,0,1
UPAT,52.9103507995606,156.881042480469,Paratunka Airport,Paratunka,,1,0
UHQO,51.4990844726563,156.544128417969,Ozernovskiy Airport,Ozernovskiy,,0,1
USEI,50.6711578369141,156.123794555664,Severo-Kuril'Sk Airport,Severo-Kuril'Sk,,1,0
USEJ,50.7077140808106,156.316818237305,Severo-Kuril'Sk Airport,Severo-Kuril'Sk,,1,0
USEM,50.7252769470215,156.206130981445,Severo-Kuril'Sk Airport,Severo-Kuril'Sk,,1,0
USEU,50.1887359619141,155.759826660156,Severo-Kuril'Sk Airport,Severo-Kuril'Sk,,0,1
UHMN,65.238883972168,160.545150756836,Omolon,,,0,1
UHGK,63.7470092773438,159.922790527344,Evensk Airport,Evensk,,1,0
UEVE,62.183910369873,159.088577270508,Evensk Airport,Evensk,,0,1
UHMW,61.9222412109375,159.229507446289,Severo-Evensk Airport,Evensk,,1,0
UHMG,61.8345222473145,160.546768188477,Chaybukha Airport,Evensk,,1,1
UHPL,59.0820693969727,159.891372680664,Palana Airport,Palana,,1,0
UHPG,57.7842521667481,158.730239868164,Tigil Airport,Tigil',,0,1
UKLH,56.3097763061523,160.804595947266,Klyuchi Air Base,Klyuchi,,1,0
UESB,55.9380989074707,158.71076965332,Esso Airport,Esso,,0,1
UHPO,56.0913505554199,159.877471923828,Atlasovo Airport,Atlasovo,,0,1
UYEL,54.2945365905762,158.151611328125,Sharomy Air Base,Yelizovo,,1,0
UHPM,54.6807746887207,158.548568725586,Milkovo Airport,Esso,,1,0
UPAB,53.0438690185547,158.304244995117,Paratunka Airport,Paratunka,,0,1
